id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD045678,C0671,P037,Nov 04 2025,3,1155.91,KO,TANGER,Cash,L12,2025-11-09
CMD019736,C0064,P004,23/07/2025,1,4846.78,livre,MARRAKECH,Carte,L11,2025-08-01
CMD048867,C0279,P031,May 13 2025,3,801.47,DONE,RABAT,Carte,L08,2025-05-22
CMD007950,C1226,P031,2025-05-25,2,1423.26,KO,fes,Virement,L08,2025-06-02
CMD030825,C1883,P028,2024-07-28,2,3929.05,retourne,Tnja,PayPal,L16,2024-08-04
CMD044450,C0914,P045,2025-04-24,3,3190.3,DONE,MARRAKECH,Carte,L08,2025-04-30
CMD018497,C0242,P021,06/09/2024,2,2678.09,retourne,RBA,Carte,L15,2024-09-08
CMD006068,C1163,P036,Oct 08 2025,3,3914.9,KO,tanger,Carte,L02,2025-10-11
CMD048270,C0956,P033,06/05/2025,1,2033.22,retourne,FES,Carte,L02,2025-05-10
CMD015247,C0873,P038,08/07/2025,1,2074.61,annule,Tnja,Carte,L19,2025-07-12
CMD034787,C0875,P033,09/04/2026,3,2940.04,livré,tanger ,PayPal,L17,2026-04-12
CMD044801,C1913,P001,01/05/2025,1,3480.96,KO,marrakech,Virement,L10,2025-05-06
CMD040307,C1378,P046,Apr 08 2026,3,1972.98,livré,Casa,PayPal,L17,2026-04-15
CMD035891,C1105,P050,19/01/2025,5,4785.92,OK,CAS,Virement,L19,2025-01-28
CMD006849,C0827,P032,09/12/2024,3,4161.48,en_cours,FES,Virement,L02,2024-12-14
CMD034914,C1721,P046,2025-06-08,2,2088.43,en_cours,Tnja,Cash,L19,2025-06-13
CMD007683,C0189,P029,02/12/2024,4,2546.8,OK,marrakech,Cash,L03,2024-12-09
CMD019806,C0234,P031,15/11/2024,2,1461.37,OK,Casablanca,Cash,L19,2024-11-24
CMD005866,C1720,P031,03/04/2026,1,52.05,livré,RBA,Cash,L03,2026-04-10
CMD020121,C0679,P044,24/12/2025,2,1089.49,livré,TANGER,Carte,L07,2026-01-02
CMD042163,C0603,P001,2025-03-05,3,1512.32,livre,RBA,Virement,,2025-03-08
CMD029095,C1550,P029,2024-05-18,3,931.14,retourne,Fez,Carte,L11,2024-05-23
CMD044241,C1278,P044,29/04/2024,4,2573.85,retourné,RBA,Carte,L20,2024-05-09
CMD044638,C1190,P031,17/09/2024,3,4909.3,KO,FES,PayPal,L10,2024-09-21
CMD038243,C1018,P039,Jul 21 2025,5,122.71,livré,tanger ,Carte,L12,2025-07-22
CMD029325,C0509,P016,16/09/2024,3,2863.27,livré,marrakech,Cash,L20,2024-09-23
CMD023340,C0178,P009,15/02/2025,-2,2507.84,livre,Tanger,Carte,L07,2025-02-21
CMD017122,C0433,P006,06/08/2025,1,2655.55,DONE,Casa,PayPal,L16,2025-08-08
CMD012947,C1642,P048,2024-12-28,3,2129.03,livré,RBA,Cash,L19,2024-12-29
CMD049998,C1469,P014,Feb 04 2026,4,110.12,retourne,marrakech,Cash,L19,2026-02-11
CMD046593,C1297,P041,15/07/2024,4,3459.41,livre,Casablanca,Cash,L17,2024-07-21
CMD016727,C1860,P005,2025-07-24,2,1049.01,annulé,MARRAKECH,Carte,L04,2025-07-28
CMD007041,C0765,P036,Mar 26 2026,3,1223.06,livré,MARRAKECH,Cash,L16,2026-04-04
CMD004845,C1939,P034,Jan 20 2025,3,1685.58,livre,Rabat,Virement,L15,2025-01-29
CMD034734,C0595,P023,Aug 10 2024,3,1870.65,OK,tanger,Virement,L07,2024-08-14
CMD005223,C0783,P032,2025-01-25,5,4813.97,retourne,Tanger,Virement,L11,2025-02-01
CMD017137,C1398,P032,2025-10-06,5,3327.92,livré,tanger ,Carte,L05,2025-10-10
CMD045591,C1918,P034,01/09/2025,4,164.8,en_cours,Tnja,Carte,L09,2025-09-03
CMD026634,C1443,P004,2026-03-16,5,2264.63,livre,Rabat,Carte,L18,2026-03-25
CMD000937,C1563,P014,2025-04-21,4,1925.18,livré,CAS,Virement,L08,2025-04-24
CMD039960,C1570,P031,Mar 15 2025,5,2560.54,en_cours,Marrakech,PayPal,L16,2025-03-19
CMD044650,C0242,P027,Oct 22 2024,1,3204.48,annule,MARRAKECH,Virement,L08,2024-10-23
CMD009507,C0390,P036,2026-04-08,3,1398.52,DONE,tanger ,Virement,L16,2026-04-17
CMD037832,C0086,P049,11/05/2025,1,1065.43,annule,TNG,Virement,L19,2025-05-18
CMD035529,C0638,P017,Mar 12 2026,2,2042.48,annule,fes,Virement,L16,2026-03-18
CMD032297,C1222,P037,2024-09-04,1,2411.18,en_cours,CASA,Cash,L02,2024-09-05
CMD005206,C0714,P011,2025-09-25,1,3758.16,OK,Fez,PayPal,L14,2025-09-26
CMD005502,C0090,P050,2024-07-28,5,2558.79,livré,RBA,Cash,L17,2024-08-03
CMD039647,C1449,P011,27/11/2024,3,3773.11,retourne,Tanger,Virement,L17,2024-12-02
CMD013625,C1852,P018,Mar 26 2026,2,4697.2,annulé,casablanca,Carte,L14,2026-04-02
CMD001721,C0450,P036,Jan 11 2026,4,2200.29,OK,Casa,Carte,L06,2026-01-14
CMD046194,C1916,P045,2025-12-20,5,1938.6,KO,tanger ,Cash,L12,2025-12-30
CMD001093,C0551,P014,12/11/2024,2,3120.1,DONE,RBA,Carte,,2024-11-21
CMD047381,C0616,P023,Apr 16 2026,1,4777.03,livré,TNG,Cash,L02,2026-04-21
CMD033898,C1326,P042,2025-12-23,3,3667.68,livré,rabat,Cash,L17,2025-12-29
CMD034449,C1764,P048,24/04/2024,2,1717.86,livre,RBA,PayPal,,2024-05-02
CMD039147,C1069,P001,24/01/2025,3,1730.35,livré,CASA,Carte,L14,2025-01-31
CMD045230,C0363,P010,2025-11-17,1,863.81,en_cours,Marrakech,Cash,L18,2025-11-25
CMD029610,C1012,P008,Feb 19 2025,4,4989.75,livre,Fès,Cash,L09,2025-02-24
CMD018110,C0683,P002,2026-02-01,2,84.89,livré,Tnja,PayPal,L04,2026-02-04
CMD039502,C0372,P038,01/03/2026,1,1254.0,DONE,CASA,PayPal,L07,2026-03-07
CMD028777,C0907,P010,2024-09-05,1,1128.36,DONE,Rabat,Carte,L12,2024-09-15
CMD012690,C1505,P039,13/02/2026,3,4214.04,en_cours,MARRAKECH,Virement,L17,2026-02-16
CMD033603,C1450,P043,2025-06-17,2,4714.19,retourné,Fès,Virement,L02,2025-06-21
CMD035483,C1455,P034,06/11/2024,4,1629.78,annulé,Fès,PayPal,L06,2024-11-11
CMD000771,C0534,P018,Dec 13 2025,3,3722.84,retourné,TNG,PayPal,L15,2025-12-14
CMD044916,C0942,P026,08/04/2026,2,1681.96,annule,Casa,Carte,L02,2026-04-11
CMD032067,C1736,P017,Dec 21 2024,5,1154.15,annule,tanger,Virement,L01,2024-12-27
CMD048674,C0580,P010,Mar 27 2026,1,3326.62,livré,casablanca,Cash,L04,2026-03-30
CMD020631,C1567,P044,2024-05-12,2,2862.55,en_cours,CAS,Virement,L19,2024-05-14
CMD029829,C0292,P025,Jan 25 2026,5,4245.64,livré,RBA,Cash,L06,2026-01-30
CMD019928,C1412,P007,09/09/2025,1,2421.47,retourné,CASA,Cash,L10,2025-09-14
CMD007541,C0227,P014,05/03/2025,4,3805.2,livre,FES,Cash,L11,2025-03-14
CMD034355,C0332,P048,2024-07-06,3,59.36,livré,rabat,Carte,L04,2024-07-16
CMD000698,C1416,P015,Dec 29 2024,3,730.27,DONE,Casablanca,Cash,,2025-01-07
CMD000298,C0332,P004,01/07/2024,5,4310.04,DONE,Casa,Virement,L03,2024-07-09
CMD008977,C1678,P003,28/10/2024,2,129.12,DONE,Casablanca,Cash,L06,2024-10-30
CMD028819,C1251,P025,Aug 21 2025,3,630.85,annule,tanger ,Cash,L07,2025-08-24
CMD042133,C0297,P022,Jan 25 2025,1,4741.82,livré,marrakech,Carte,L07,2025-01-30
CMD038656,C0472,P011,30/07/2024,4,4206.86,livré,RBA,Virement,L17,2024-08-03
CMD042161,C0208,P022,Aug 27 2024,3,2808.06,livré,TNG,Carte,L08,2024-09-06
CMD042664,C1155,P019,Dec 12 2025,1,1014.05,en_cours,CASA,Carte,L20,2025-12-20
CMD011876,C0327,P045,Mar 06 2025,5,979.51,livré,marrakech,PayPal,L11,2025-03-13
CMD041597,C0311,P044,Sep 28 2024,3,1156.64,livré,fes,Cash,L15,2024-10-04
CMD038115,C1939,P049,2025-11-10,4,4481.51,livré,RABAT,PayPal,L10,2025-11-20
CMD009683,C0529,P040,Mar 04 2026,5,3940.82,annulé,TANGER,Carte,L14,2026-03-06
CMD027147,C1922,P003,2026-04-05,1,675.25,annulé,Tnja,PayPal,L10,2026-04-11
CMD025685,C1728,P014,08/03/2026,3,412.22,DONE,tanger,Cash,L13,2026-03-18
CMD043137,C0876,P037,2025-09-23,3,3231.62,retourné,TANGER,Virement,L11,2025-09-24
CMD004336,C1861,P015,01/06/2025,4,4344.44,retourne,Marrakech,Virement,L08,2025-06-07
CMD016983,C0061,P020,2025-01-06,4,3289.74,annule,tanger ,PayPal,L08,2025-01-11
CMD043942,C1209,P015,11/12/2025,2,4717.91,annule,Tnja,Virement,L03,2025-12-12
CMD020702,C1977,P023,2024-08-06,2,1298.88,KO,rabat,Carte,L10,2024-08-13
CMD035767,C0558,P028,20/02/2025,1,3561.6,livré,casablanca,PayPal,L12,2025-02-21
CMD046558,C1996,P048,Feb 14 2025,2,3435.85,KO,Rabat,Virement,L15,2025-02-18
CMD032261,C1057,P010,Nov 02 2025,4,947.86,livré,Fès,Cash,L15,2025-11-05
CMD049364,C1667,P015,Jan 08 2025,3,4899.29,livre,Tanger,Carte,L17,2025-01-11
CMD033252,C0179,P011,Mar 14 2025,3,4739.88,KO,Rabat,PayPal,L05,2025-03-17
CMD024596,C0795,P034,09/02/2025,2,1340.2,livre,marrakech,PayPal,,2025-02-17
CMD032670,C1786,P020,21/04/2025,5,1768.8,livré,Marrakech,Virement,L15,2025-05-01
CMD003402,C0880,P008,07/09/2024,5,2762.32,DONE,RBA,Virement,L05,2024-09-12
CMD013965,C1809,P001,18/11/2025,2,4816.46,OK,FES,Cash,L19,2025-11-27
CMD049047,C0571,P006,2025-02-05,3,3294.6,annulé,Fès,Cash,L07,2025-02-10
CMD018599,C1548,P029,Mar 27 2025,2,288.65,livré,RABAT,PayPal,L08,2025-03-28
CMD038778,C1052,P026,Mar 15 2025,2,2601.19,annule,Fez,Virement,L05,2025-03-20
CMD033961,C1634,P038,2024-12-15,1,0.0,annulé,RABAT,Virement,L16,2024-12-22
CMD027749,C1143,P006,May 09 2025,3,2831.61,KO,Fès,PayPal,L18,2025-05-10
CMD036511,C1520,P023,2025-12-14,3,3121.8,OK,Marrakech,PayPal,L18,2025-12-15
CMD011458,C0477,P016,01/02/2025,3,72.98,livré,CASA,PayPal,L13,2025-02-09
CMD037720,C1143,P013,27/02/2025,2,3583.31,livré,TANGER,PayPal,L11,2025-03-05
CMD011948,C0063,P024,Feb 20 2026,5,2494.56,livré,Fez,Carte,L17,2026-02-25
CMD017705,C1224,P024,2025-01-26,2,2098.07,en_cours,FES,Carte,L09,2025-02-05
CMD038006,C1585,P044,09/03/2025,1,4946.68,livre,RBA,Carte,,2025-03-10
CMD040053,C0488,P040,Aug 09 2025,2,4341.45,OK,Tanger,Carte,L15,2025-08-14
CMD003231,C1997,P045,2024-06-26,1,3708.13,livré,MRK,PayPal,L11,2024-07-03
CMD021547,C1640,P047,2024-05-03,1,3333.74,livre,CAS,PayPal,L17,2024-05-13
CMD025725,C1439,P037,16/03/2026,5,2237.68,DONE,Casa,Carte,L02,2026-03-24
CMD028377,C1415,P014,2025-08-04,3,2159.01,KO,RBA,Carte,L03,2025-08-11
CMD047625,C1036,P039,2026-03-21,1,2673.99,livré,RBA,Virement,,2026-03-31
CMD022773,C1744,P037,11/03/2025,5,3992.49,annulé,RBA,Carte,L11,2025-03-20
CMD031264,C1695,P037,2025-03-18,4,385.37,annulé,Rabat,Cash,L06,2025-03-20
CMD037242,C1339,P015,May 20 2024,3,3532.4,retourne,CASA,Carte,L01,2024-05-24
CMD033095,C1280,P015,2025-04-29,2,3119.49,annule,FES,Virement,,2025-05-05
CMD019855,C1059,P001,Jul 10 2025,2,3418.94,annulé,Tanger,Carte,L01,2025-07-19
CMD031780,C0831,P022,Nov 10 2025,5,3662.15,KO,marrakech,Carte,L19,2025-11-16
CMD034928,C1976,P014,25/05/2025,4,3458.62,annule,TANGER,Carte,L10,2025-05-26
CMD021836,C1360,P032,2025-09-03,1,4603.37,en_cours,RABAT,Carte,L11,2025-09-11
CMD023047,C0351,P014,Jul 18 2024,4,971.07,annule,marrakech,PayPal,L15,2024-07-19
CMD028970,C0204,P037,2025-07-31,2,530.59,KO,RABAT,Virement,L18,2025-08-03
CMD040258,C1354,P003,07/11/2025,2,4009.34,DONE,rabat,Cash,L19,2025-11-08
CMD022271,C0190,P034,May 14 2024,4,1324.27,livré,casablanca,Cash,,2024-05-23
CMD023408,C1421,P028,2024-10-05,5,3734.22,livré,CAS,Cash,L11,2024-10-14
CMD018047,C0679,P010,03/03/2025,1,1156.63,OK,Marrakech,Carte,L14,2025-03-13
CMD031282,C1658,P033,Apr 14 2025,4,2568.51,KO,Fès,PayPal,L17,2025-04-22
CMD005730,C0584,P017,Mar 16 2025,1,1091.53,annule,MARRAKECH,PayPal,L19,2025-03-26
CMD001078,C1225,P026,2025-07-15,1,1127.26,KO,Casablanca,Cash,L16,2025-07-19
CMD009367,C0689,P021,Jan 22 2026,2,648.92,annulé,Casa,Carte,L02,2026-01-25
CMD029388,C1413,P017,2024-07-15,1,4213.99,DONE,Marrakech,Cash,L09,2024-07-25
CMD010100,C0613,P039,2024-09-12,5,3976.63,annulé,RABAT,Virement,L11,2024-09-13
CMD013215,C1639,P036,Apr 26 2024,3,259.66,livré,Tanger,Virement,L17,2024-05-03
CMD007896,C1378,P040,Mar 19 2025,5,3396.51,livré,CASA,PayPal,L10,2025-03-28
CMD018907,C1758,P050,Jun 23 2024,5,4651.01,en_cours,tanger ,Carte,L09,2024-06-29
CMD024638,C0513,P050,19/07/2024,2,2106.41,livre,rabat,Cash,,2024-07-27
CMD027928,C0655,P026,Apr 03 2026,3,1897.66,OK,Fez,PayPal,L20,2026-04-13
CMD003001,C0533,P009,2024-07-06,3,2831.09,DONE,MARRAKECH,Cash,L16,2024-07-11
CMD024695,C0087,P009,Jul 06 2025,4,3079.32,livré,Fès,PayPal,L19,2025-07-15
CMD019701,C0769,P032,08/05/2025,5,316.76,KO,Tnja,Virement,L05,2025-05-15
CMD038176,C1837,P022,09/03/2025,1,4552.19,en_cours,CASA,Carte,L11,2025-03-15
CMD010971,C0294,P046,26/02/2026,4,2333.81,DONE,Fès,Cash,L18,2026-03-06
CMD048441,C1063,P027,2026-03-24,2,4993.04,livré,RBA,Cash,L01,2026-04-01
CMD048538,C0246,P018,05/10/2025,5,1244.5,livre,RABAT,PayPal,L19,2025-10-10
CMD029764,C0709,P024,10/10/2024,4,4424.31,annule,fes,Carte,L08,2024-10-15
CMD032402,C1717,P017,2024-08-09,5,2467.57,retourne,marrakech,Cash,L06,2024-08-11
CMD034100,C0451,P030,22/10/2024,4,4713.07,retourné,Fès,Carte,L04,2024-10-30
CMD019218,C1814,P010,30/07/2024,2,1479.0,retourne,rabat,Virement,L05,2024-08-02
CMD046933,C1353,P050,25/03/2025,5,1504.46,en_cours,RBA,Cash,L09,2025-04-02
CMD039681,C0989,P022,Jan 28 2025,3,2766.82,livré,fes,Cash,L12,2025-02-02
CMD020444,C1531,P047,21/12/2024,2,389.32,annule,FES,Cash,L09,2024-12-24
CMD009200,C0396,P045,10/11/2025,1,2916.41,OK,MRK,Virement,L01,2025-11-16
CMD030953,C0129,P027,31/07/2025,5,526.4,KO,Tnja,PayPal,L19,2025-08-03
CMD009368,C1902,P037,2025-02-06,5,1839.02,livre,casablanca,Carte,L08,2025-02-15
CMD039306,C0522,P045,Apr 01 2025,4,2004.52,livré,tanger,Cash,L07,2025-04-04
CMD040209,C0392,P039,2025-10-30,3,1852.96,livré,RBA,Cash,L06,2025-11-09
CMD006401,C1031,P035,14/12/2024,4,4542.82,retourne,CASA,Carte,,2024-12-17
CMD029974,C1039,P031,Jan 31 2025,2,3990.25,annule,Marrakech,Carte,L20,2025-02-09
CMD021926,C0608,P002,2025-01-07,1,2623.08,annulé,marrakech,Cash,L07,2025-01-14
CMD046324,C1490,P010,01/09/2025,4,3368.18,livré,FES,Cash,L17,2025-09-02
CMD023357,C1753,P005,2024-05-31,4,1087.69,livré,Casa,Carte,L03,2024-06-04
CMD043790,C1128,P033,03/03/2026,5,4978.49,annule,CASA,PayPal,L03,2026-03-09
CMD013684,C1263,P035,26/03/2025,5,4745.43,livré,TNG,Cash,L11,2025-04-02
CMD010742,C1061,P036,07/01/2026,5,4079.6,livré,MRK,PayPal,L04,2026-01-12
CMD018058,C0001,P005,2026-02-17,3,2786.28,livré,Tanger,Carte,L16,2026-02-20
CMD005752,C1053,P030,02/01/2026,2,3739.73,livré,Fez,PayPal,L04,2026-01-08
CMD027451,C0569,P005,2024-07-19,3,3819.72,retourne,TANGER,Cash,L06,2024-07-27
CMD016760,C1299,P044,25/06/2024,1,4152.29,livré,Fès,Virement,L05,2024-07-03
CMD002418,C0306,P038,2026-02-11,3,3002.23,livré,Marrakech,Carte,L14,2026-02-15
CMD048677,C1231,P042,01/08/2024,3,2593.77,OK,CAS,Virement,L08,2024-08-05
CMD029819,C0822,P038,May 27 2025,3,116.24,livre,rabat,Carte,L01,2025-06-04
CMD004658,C0955,P049,23/03/2025,5,1669.7,KO,Rabat,PayPal,L03,2025-04-01
CMD006014,C1520,P049,28/10/2025,3,3393.71,retourne,FES,Cash,L11,2025-11-05
CMD015944,C1058,P004,Jan 14 2025,5,800.33,livré,Casablanca,Cash,L02,2025-01-21
CMD004121,C0395,P044,22/12/2025,2,4334.67,KO,rabat,Carte,L10,2025-12-27
CMD033887,C1632,P019,10/01/2026,5,3473.46,livré,RABAT,Virement,L10,2026-01-19
CMD014546,C1832,P034,Apr 19 2025,2,2528.97,KO,Fès,Carte,L16,2025-04-26
CMD028149,C0992,P037,Jun 01 2025,3,1437.63,KO,MARRAKECH,Carte,L17,2025-06-02
CMD016731,C1637,P007,May 22 2025,2,4627.67,livré,Casa,Virement,L20,2025-05-23
CMD023365,C1842,P040,2024-05-26,1,435.5,en_cours,RABAT,PayPal,,2024-06-02
CMD018347,C0319,P029,31/05/2025,2,385.6,KO,casablanca,Carte,L03,2025-06-10
CMD033815,C0365,P010,2024-11-06,1,3852.43,DONE,MRK,PayPal,L03,2024-11-08
CMD039497,C1126,P046,2025-10-03,1,3284.32,DONE,Rabat,Cash,,2025-10-07
CMD026456,C1473,P020,Jul 21 2024,3,2112.99,DONE,MARRAKECH,PayPal,L06,2024-07-28
CMD011451,C1053,P025,2025-08-25,3,3845.15,DONE,Marrakech,Virement,L16,2025-08-31
CMD002830,C0914,P005,2025-11-30,3,2571.94,retourne,RABAT,Cash,L07,2025-12-03
CMD017722,C1378,P022,Feb 01 2026,2,4330.85,livré,marrakech,Virement,L11,2026-02-02
CMD007569,C0783,P044,2025-04-16,4,4477.17,livre,MRK,Virement,L12,2025-04-18
CMD032556,C0553,P026,2026-03-16,1,4262.29,KO,FES,Cash,L14,2026-03-23
CMD015001,C0836,P012,31/10/2024,2,3024.36,en_cours,Rabat,Cash,L07,2024-11-10
CMD027335,C0986,P047,Aug 20 2025,3,2138.7,retourné,Tanger,PayPal,L08,2025-08-21
CMD044112,C0036,P043,2025-11-13,3,4144.78,annulé,Fès,Carte,L14,2025-11-16
CMD004866,C1321,P038,2025-08-22,1,4079.35,livré,TANGER,Virement,L18,2025-08-23
CMD032687,C1707,P043,May 19 2024,3,3358.09,annulé,Marrakech,Cash,L01,2024-05-24
CMD036071,C1672,P013,11/07/2024,3,4089.47,KO,Tnja,PayPal,,2024-07-13
CMD028443,C0758,P037,2025-07-08,1,2318.37,annulé,Casa,Carte,L19,2025-07-14
CMD041230,C1307,P004,2026-01-24,4,0.0,livré,MRK,Cash,L19,2026-01-26
CMD000442,C0182,P019,Sep 28 2024,4,989.38,livré,fes,Cash,L04,2024-10-08
CMD049582,C0136,P007,2024-09-08,4,1771.0,retourne,RBA,Virement,,2024-09-12
CMD006905,C1854,P030,Mar 29 2025,3,2753.3,KO,tanger ,Carte,,2025-03-30
CMD020445,C0805,P002,10/02/2025,1,4683.88,en_cours,marrakech,PayPal,L06,2025-02-19
CMD019653,C1969,P017,Dec 29 2025,1,2247.26,livré,Tanger,Cash,L07,2026-01-02
CMD010637,C1753,P036,2025-04-11,4,2557.0,livré,CAS,Cash,L19,2025-04-21
CMD000196,C0971,P025,Dec 28 2025,3,4406.82,livré,fes,Virement,L06,2026-01-01
CMD040054,C1061,P008,Dec 10 2025,4,3943.74,retourne,CASA,Virement,L14,2025-12-13
CMD002706,C1409,P005,2025-08-20,1,3306.58,retourné,TANGER,Cash,L07,2025-08-30
CMD013502,C1329,P029,Oct 05 2024,2,1192.77,livré,CASA,PayPal,L20,2024-10-06
CMD037049,C0033,P039,27/03/2026,3,363.22,retourne,CAS,Virement,L11,2026-03-30
CMD017090,C0225,P015,2025-04-03,5,380.33,DONE,FES,Virement,L12,2025-04-09
CMD007218,C0089,P050,2025-05-25,-2,2992.86,OK,Fez,Carte,L03,2025-05-28
CMD026978,C1611,P006,16/08/2024,3,448.9,annule,rabat,Virement,L05,2024-08-26
CMD024868,C1727,P018,Sep 24 2024,4,3282.22,livre,rabat,Carte,L18,2024-09-29
CMD013710,C0386,P031,2025-10-26,2,4250.85,livré,fes,Carte,L16,2025-10-30
CMD031356,C1527,P003,Jan 05 2026,1,1154.37,en_cours,FES,Virement,L12,2026-01-15
CMD026005,C0324,P048,2025-01-18,4,2762.87,livré,Fès,Virement,L04,2025-01-28
CMD030427,C1473,P029,30/06/2024,2,4130.49,DONE,Casa,PayPal,L14,2024-07-02
CMD034542,C0744,P046,22/04/2025,3,2555.12,livre,FES,Carte,L18,2025-04-25
CMD017279,C0664,P026,2025-01-20,1,646.41,OK,rabat,Virement,,2025-01-26
CMD014327,C1897,P035,Dec 22 2024,-1,3672.75,livre,Rabat,Virement,L19,2024-12-23
CMD035291,C0473,P032,Sep 27 2025,1,0.0,OK,CAS,Virement,L03,2025-10-03
CMD044981,C0652,P002,Mar 09 2025,5,1743.58,retourné,Fès,Cash,L20,2025-03-15
CMD042376,C0034,P011,07/04/2025,3,3992.42,retourné,marrakech,Carte,L10,2025-04-15
CMD032530,C0429,P001,2024-05-02,4,1544.42,retourne,RABAT,PayPal,L12,2024-05-05
CMD001471,C1858,P018,Apr 18 2024,2,3888.41,OK,MARRAKECH,Virement,L16,2024-04-25
CMD037808,C1612,P038,2024-06-02,4,2258.41,en_cours,FES,PayPal,L09,2024-06-03
CMD016936,C0290,P029,21/12/2024,1,2989.91,annulé,Casa,Cash,L14,2024-12-25
CMD042689,C0276,P008,2025-07-21,1,4762.6,livré,FES,Virement,,2025-07-30
CMD036341,C1787,P041,2025-10-26,1,615.33,livre,FES,Cash,L19,2025-10-27
CMD047812,C0422,P044,May 27 2024,2,2429.99,DONE,fes,Virement,L04,2024-06-06
CMD004072,C1173,P023,19/09/2024,1,2171.21,retourné,Tanger,Carte,L03,2024-09-24
CMD036586,C1518,P026,Feb 23 2025,3,874.63,retourné,fes,Cash,L08,2025-02-26
CMD039443,C0208,P040,2025-04-28,4,2362.2,KO,casablanca,Cash,L09,2025-05-04
CMD025587,C0467,P033,Nov 04 2024,2,3427.59,OK,marrakech,Virement,L13,2024-11-06
CMD017232,C1507,P034,Feb 24 2026,2,1081.88,livre,Fez,Carte,,2026-03-06
CMD008761,C0755,P015,24/03/2025,4,4525.86,OK,TANGER,Virement,L03,2025-04-02
CMD037988,C0228,P044,04/12/2024,1,3670.37,OK,CAS,Cash,L03,2024-12-11
CMD031014,C1625,P029,2026-03-27,2,1665.98,livré,marrakech,Virement,L15,2026-04-06
CMD019722,C1756,P006,15/03/2026,4,2272.82,DONE,Fez,Virement,L20,2026-03-17
CMD008146,C0556,P032,2025-11-08,5,1025.47,retourne,CAS,Carte,L13,2025-11-12
CMD020231,C1687,P024,Jan 18 2025,3,2642.63,retourne,Casablanca,PayPal,,2025-01-27
CMD000032,C1744,P017,Feb 09 2026,3,0.0,livré,MARRAKECH,Cash,L12,2026-02-11
CMD038820,C1364,P031,29/11/2024,4,4295.57,KO,tanger,Cash,L15,2024-12-07
CMD014488,C1486,P048,Dec 16 2024,1,1167.81,livre,Fès,Carte,L04,2024-12-17
CMD030164,C0045,P020,Oct 28 2024,3,1463.71,livré,CAS,Carte,L10,2024-11-01
CMD046172,C1093,P007,2025-11-12,5,2641.86,annule,TANGER,Virement,L08,2025-11-21
CMD024005,C1828,P020,Mar 26 2025,2,3778.11,annule,FES,Carte,L03,2025-04-04
CMD014033,C0355,P047,2024-07-16,2,4926.23,livré,Tnja,Cash,L18,2024-07-19
CMD027964,C1223,P034,2025-03-20,5,2038.37,livré,RBA,Virement,L06,2025-03-30
CMD026943,C0925,P007,Oct 03 2025,3,1523.82,annule,Fez,Carte,L14,2025-10-05
CMD040155,C0958,P004,07/12/2024,2,3568.24,annule,tanger ,Virement,L01,2024-12-17
CMD001158,C1303,P019,Jun 26 2024,4,3557.26,KO,tanger ,PayPal,,2024-07-06
CMD005116,C0773,P022,05/12/2024,5,4853.57,annule,fes,PayPal,L01,2024-12-08
CMD019225,C0460,P037,02/08/2025,3,115.22,livré,FES,Virement,L19,2025-08-06
CMD030663,C1207,P035,2025-06-29,4,4586.82,livré,Tanger,PayPal,L06,2025-06-30
CMD039335,C1146,P003,25/07/2024,4,3219.2,KO,Rabat,PayPal,L02,2024-07-30
CMD034512,C1780,P037,Mar 04 2025,5,2518.09,annulé,RBA,Carte,L10,2025-03-07
CMD011070,C0653,P016,2025-06-27,2,4478.91,retourne,RABAT,Cash,L11,2025-06-28
CMD000579,C0959,P037,2025-10-25,5,4114.28,livré,marrakech,Cash,L15,2025-10-31
CMD037387,C1219,P050,27/03/2026,1,4449.04,livré,Tnja,PayPal,L12,2026-04-04
CMD022972,C0988,P036,24/12/2024,5,1212.84,livré,CASA,Carte,L07,2024-12-31
CMD018499,C0524,P027,14/12/2025,5,2866.21,DONE,Fès,Carte,L08,2025-12-23
CMD035987,C1354,P041,2025-02-27,3,138.73,livré,tanger ,PayPal,L06,2025-03-07
CMD003859,C1086,P024,26/01/2026,4,1444.52,livré,Fès,Cash,L15,2026-02-03
CMD031908,C1729,P021,2025-12-15,2,0.0,annulé,RABAT,PayPal,L04,2025-12-20
CMD035870,C1012,P001,Mar 05 2026,1,4688.59,KO,FES,Cash,L14,2026-03-06
CMD014400,C0375,P017,2024-04-21,4,3215.8,OK,CASA,PayPal,L14,2024-04-29
CMD020254,C1330,P050,20/04/2025,4,4859.4,livré,MARRAKECH,PayPal,L15,2025-04-21
CMD021071,C0647,P033,2025-08-07,3,2686.4,retourne,RABAT,Virement,L03,2025-08-14
CMD025572,C0086,P046,Jan 25 2026,5,1981.71,OK,Casablanca,PayPal,L01,2026-02-02
CMD042121,C0473,P032,2024-06-11,4,4812.56,livré,RBA,PayPal,L19,2024-06-17
CMD004746,C1743,P033,2024-05-29,2,0.0,livré,Fez,Virement,L10,2024-06-01
CMD047965,C1614,P010,2025-05-17,5,1026.68,annule,TANGER,Carte,L12,2025-05-23
CMD031228,C1081,P040,03/12/2025,1,4425.85,KO,MARRAKECH,PayPal,L13,2025-12-13
CMD038739,C1215,P040,06/03/2026,4,3890.44,OK,Casa,PayPal,L19,2026-03-15
