id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD034882,C0675,P001,11/10/2023,0,0.0,LIVRE,TANGER,Carte,L013,2023-10-13
CMD023651,C0865,P022,Nov 28 2023,0,8822.03,LIVRE,tanger,Cash,,2023-12-01
CMD013112,C0366,P003,2024-12-08,0,5378.31,livré,Marrakech,Cash,,2024-12-15
CMD046628,C0526,P030,24/03/2024,5,2084.21,DONE,Fès,Carte,,2024-03-28
CMD005970,C0869,P032,Jun 23 2023,3,2027.28,livré,Tnja,Cash,,2023-06-25
CMD026875,C0179,P050,14/04/2024,4,0.0,KO,TANGER,Virement,,2024-04-18
CMD040478,C0907,P007,Aug 06 2024,0,0.0,OK,Tnja,Cash,,2024-08-09
CMD005715,C0112,P012,18/02/2023,3,10109.32,livré,Marrakech,Virement,,2023-02-21
CMD003727,C0374,P050,2024-03-12,0,11760.19,livré,Tanger,Cash,,2024-03-14
CMD035878,C0169,P031,01/11/2023,-3,1946.02,,TANGER,PayPal,,2023-11-02
CMD039826,C0282,P035,17/06/2023,5,4510.53,LIVRE,Fès,Carte,,2023-06-18
CMD001810,C0687,P047,Dec 10 2023,-1,7084.68,en_cours,Rabat,PayPal,,2023-12-15
CMD035582,C0032,P028,2023-12-30,0,5324.23,annulé,tanger,Carte,,2023-12-31
CMD037825,C0981,P030,2024-02-23,3,1888.86,annulé,Tanger,Carte,,2024-02-27
CMD012828,C0787,P017,2023-02-22,-1,0.0,DONE,Rabat,Carte,L005,2023-02-25
CMD018785,C0064,P030,May 10 2023,-2,6690.59,OK,Tnja,Cash,L035,2023-05-16
CMD016455,C0413,P006,2023-11-23,-1,0.0,en_cours,Rabat,Cash,,2023-11-28
CMD033928,C0659,P025,Jun 06 2023,0,4077.63,livré,Tanger,Cash,,2023-06-12
CMD007560,C0873,P025,12/08/2023,1,0.0,OK,Rabat,Virement,,2023-08-17
CMD003501,C0669,P041,Oct 17 2023,-3,151.81,annulé,Tnja,Cash,,2023-10-20
CMD023737,C0722,P031,01/02/2024,-1,8995.11,en_cours,TNG,Carte,L032,2024-02-08
CMD022127,C0203,P003,2024-01-15,0,0.0,OK,Tnja,PayPal,,2024-01-18
CMD006723,C0104,P013,06/02/2023,-3,0.0,annulé,TNG,Carte,,
CMD020118,C0272,P009,Dec 23 2024,-2,0.0,LIVRE,Tanger,Virement,,2024-12-30
CMD023267,C0802,P040,01/05/2024,0,0.0,,TNG,Carte,,
CMD023615,C0722,P011,22/02/2023,1,4507.38,en_cours,Marrakech,Virement,,2023-02-23
CMD011548,C0645,P009,08/01/2023,-3,0.0,DONE,Casablanca,Carte,,2023-01-12
CMD004226,C0377,P028,2024-10-10,0,0.0,livré,TNG,Cash,,2024-10-12
CMD030271,C0596,P005,Oct 12 2024,-1,0.0,retourné,Agadir,Carte,,2024-10-16
CMD038665,C0832,P038,Jun 23 2023,-1,7390.96,LIVRE,TANGER,PayPal,,2023-06-24
CMD045425,C0166,P044,Apr 09 2023,-3,0.0,annulé,Agadir,Cash,,2023-04-12
CMD038633,C0005,P012,Sep 10 2024,-2,0.0,,Casablanca,Virement,,2024-09-12
CMD008194,C0923,P013,2023-08-13,2,0.0,LIVRE,Casablanca,Carte,,2023-08-15
CMD015719,C0506,P022,2023-08-26,3,9367.57,,Tanger,Cash,,2023-08-29
CMD042174,C0115,P020,Mar 30 2023,-2,11753.29,,Tnja,Cash,,2023-04-03
CMD025278,C0421,P011,Jan 31 2023,0,2738.29,en_cours,Rabat,Cash,,2023-02-06
CMD015674,C0069,P004,2023-04-25,2,0.0,annulé,Fès,Carte,,2023-05-02
CMD038455,C0505,P014,2024-01-13,-2,0.0,LIVRE,TANGER,PayPal,,2024-01-19
CMD019360,C0502,P047,2024-10-01,-2,7100.35,KO,Marrakech,Cash,,2024-10-07
CMD006797,C0279,P006,Dec 16 2023,0,0.0,DONE,TANGER,Carte,,2023-12-17
CMD035238,C0615,P032,29/07/2024,2,6783.06,LIVRE,TANGER,Carte,,2024-08-04
CMD020343,C0045,P008,Aug 04 2023,1,7488.17,livré,Marrakech,Cash,,2023-08-05
CMD015420,C0163,P041,2024-02-16,0,0.0,LIVRE,Tanger,Cash,,2024-02-20
CMD040579,C0993,P011,2024-05-07,-3,4112.17,,Marrakech,Virement,,2024-05-09
CMD023733,C0014,P028,Apr 10 2023,-3,0.0,livré,Rabat,Virement,L021,2023-04-17
CMD014822,C0075,P050,2024-09-26,2,0.0,livré,tanger,Cash,,2024-10-02
CMD004450,C0713,P036,Jul 11 2024,-1,0.0,,Fès,Virement,L015,2024-07-14
CMD044911,C0674,P044,Jan 16 2024,3,0.0,annulé,Fès,PayPal,,2024-01-22
CMD020537,C0376,P031,Sep 28 2023,3,0.0,en_cours,Agadir,PayPal,,2023-10-01
CMD004301,C0076,P050,17/08/2024,0,8354.21,LIVRE,Agadir,PayPal,,2024-08-21
CMD039711,C0530,P044,2023-04-28,1,0.0,annulé,Fès,Carte,,2023-05-02
CMD001471,C0603,P043,05/12/2024,0,0.0,annulé,Marrakech,Virement,,2024-12-11
CMD041041,C0366,P025,2023-07-29,-2,0.0,KO,Casablanca,Cash,,2023-08-03
CMD007594,C0024,P014,02/10/2024,0,9385.26,,Casablanca,Virement,,2024-10-03
CMD047316,C0254,P011,2023-07-24,5,0.0,OK,TANGER,Cash,,2023-07-25
CMD020238,C0380,P042,10/10/2024,5,1693.41,OK,Casablanca,Virement,,2024-10-13
CMD043585,C0405,P022,Dec 15 2024,4,4696.38,livré,Agadir,Virement,,2024-12-17
CMD035877,C0645,P003,2023-01-12,0,9140.66,LIVRE,Fès,Cash,,2023-01-13
CMD048466,C0774,P011,2024-02-22,0,0.0,annulé,tanger,PayPal,,2024-02-27
CMD004187,C0125,P007,May 19 2023,4,431.14,DONE,Casablanca,Cash,,2023-05-21
CMD025737,C0771,P007,04/10/2023,4,9350.65,LIVRE,Rabat,Virement,,2023-10-09
CMD047967,C0519,P014,2023-02-23,-2,4476.4,OK,Agadir,Cash,,2023-02-25
CMD018687,C0556,P042,2023-09-23,-1,4028.08,retourné,Rabat,PayPal,,2023-09-30
CMD009794,C0537,P029,2024-05-26,3,9668.32,LIVRE,TANGER,PayPal,,2024-06-02
CMD028750,C0850,P002,2023-03-08,-3,0.0,DONE,Casablanca,Virement,,2023-03-13
CMD040266,C0293,P022,Jul 08 2024,-1,8211.96,retourné,Marrakech,PayPal,,2024-07-10
CMD030134,C0095,P020,17/03/2023,3,9803.42,livré,Casablanca,Cash,,2023-03-19
CMD033024,C0510,P006,Dec 01 2023,-2,2936.77,LIVRE,TNG,PayPal,,2023-12-06
CMD040544,C0336,P030,May 23 2024,1,0.0,retourné,Tanger,Virement,,
CMD005368,C0313,P026,31/01/2023,-3,206.41,livré,Casablanca,Virement,,
CMD004113,C0338,P016,12/01/2023,0,6711.14,KO,Tanger,Carte,,2023-01-17
CMD037713,C0163,P039,May 25 2023,0,6861.9,en_cours,TNG,PayPal,,2023-05-29
CMD017748,C0189,P033,19/02/2024,2,0.0,retourné,TNG,PayPal,,2024-02-21
CMD036987,C0239,P007,22/01/2024,0,7161.61,annulé,TANGER,PayPal,,2024-01-23
CMD030104,C0133,P022,2024-10-17,0,11337.36,en_cours,tanger,Carte,,2024-10-21
CMD009496,C0614,P013,27/10/2024,-1,0.0,DONE,tanger,Carte,L031,2024-10-29
CMD040589,C0513,P008,2024-10-11,3,0.0,,TANGER,PayPal,,2024-10-18
CMD020090,C0694,P038,Dec 07 2024,5,10496.17,retourné,TNG,Carte,,2024-12-08
CMD036192,C0896,P030,08/08/2023,0,0.0,en_cours,Rabat,Cash,,2023-08-14
CMD033678,C0816,P035,21/06/2023,-2,8159.86,DONE,TNG,Cash,,2023-06-24
CMD047536,C0919,P033,Mar 21 2023,-1,0.0,livré,Marrakech,Virement,,2023-03-25
CMD013597,C0964,P002,2024-01-13,0,0.0,retourné,Casablanca,Virement,,
CMD037402,C0108,P024,Mar 20 2023,0,10380.93,KO,tanger,Virement,,2023-03-21
CMD046633,C0307,P034,2023-04-01,-2,2748.74,retourné,Tanger,Virement,L029,2023-04-06
CMD039006,C0101,P022,2023-10-09,0,6331.51,DONE,Fès,Virement,L003,2023-10-12
CMD030314,C0061,P007,2023-05-18,0,2427.14,en_cours,Rabat,Carte,,2023-05-24
CMD022103,C0618,P012,Sep 25 2024,0,0.0,en_cours,Fès,PayPal,,2024-09-28
CMD017159,C0885,P041,20/04/2024,0,9081.74,DONE,Rabat,Carte,,2024-04-22
CMD027144,C0387,P003,26/05/2024,0,10331.39,OK,Rabat,Carte,,2024-06-01
CMD000857,C0428,P028,2023-02-25,2,6837.34,LIVRE,tanger,Cash,,2023-02-26
CMD021414,C0821,P046,Dec 31 2024,-3,4637.48,annulé,Tanger,Carte,L024,2025-01-02
CMD013278,C0910,P018,Mar 02 2024,-1,0.0,retourné,TANGER,Cash,L020,2024-03-08
CMD026542,C0270,P013,2024-02-26,-2,0.0,KO,Casablanca,PayPal,,2024-02-29
CMD018884,C0633,P047,Sep 20 2023,-2,0.0,en_cours,Tanger,Cash,,2023-09-24
CMD006240,C0831,P043,21/06/2024,-2,9163.8,retourné,TNG,Carte,,2024-06-25
CMD012626,C0990,P014,12/01/2024,0,0.0,retourné,TNG,PayPal,,2024-01-17
CMD018038,C0106,P039,Feb 07 2024,-3,0.0,OK,Fès,PayPal,,2024-02-11
CMD003337,C0367,P033,06/04/2024,-2,0.0,livré,TNG,Cash,L032,2024-04-08
CMD039897,C0143,P043,2023-07-07,0,2292.34,KO,Tnja,Cash,L032,2023-07-11
CMD015732,C0231,P029,Jul 19 2024,5,0.0,en_cours,Agadir,Carte,,2024-07-20
CMD002735,C0097,P028,29/09/2024,3,7606.64,livré,Marrakech,Cash,,2024-10-06
CMD037150,C0159,P024,29/10/2023,1,0.0,retourné,Marrakech,Virement,L044,2023-11-03
CMD045471,C0623,P047,2024-12-11,1,1304.22,DONE,Rabat,PayPal,L005,2024-12-13
CMD009759,C0103,P041,Jun 25 2024,-1,0.0,en_cours,Casablanca,PayPal,L016,2024-06-26
CMD016788,C0915,P003,2024-04-29,0,0.0,livré,Tnja,Cash,,2024-04-30
CMD043461,C0806,P003,17/05/2023,-3,0.0,OK,Tanger,Cash,,2023-05-18
CMD022605,C0695,P036,08/12/2023,0,10497.92,livré,Tnja,Cash,,2023-12-10
CMD018280,C0563,P042,Oct 23 2023,-3,0.0,,Tanger,Cash,,2023-10-26
CMD041502,C0860,P022,28/06/2023,-2,0.0,KO,TNG,Carte,,2023-06-29
CMD017236,C0488,P035,Dec 27 2023,2,7101.01,annulé,tanger,PayPal,,2023-12-31
CMD023709,C0820,P015,20/10/2024,0,4053.19,KO,Rabat,Carte,,2024-10-27
CMD037693,C0914,P032,26/03/2024,1,0.0,livré,Rabat,PayPal,,2024-03-29
CMD018845,C0462,P043,24/12/2024,4,0.0,retourné,Tanger,PayPal,,2024-12-27
CMD046074,C0563,P016,Nov 09 2024,0,0.0,LIVRE,Casablanca,Carte,,2024-11-13
CMD034842,C0448,P001,22/09/2023,3,10673.15,KO,Rabat,Cash,,2023-09-27
CMD045978,C0783,P008,2023-12-12,-2,0.0,annulé,Casablanca,Virement,L005,2023-12-15
CMD030383,C0918,P047,02/11/2024,-2,0.0,livré,Fès,Cash,L030,2024-11-05
CMD009218,C0160,P045,2024-10-16,0,1895.82,KO,Rabat,PayPal,,2024-10-17
CMD006114,C0522,P001,2023-07-23,4,0.0,OK,Casablanca,Carte,L004,2023-07-25
CMD026766,C0269,P049,09/05/2023,0,0.0,DONE,Rabat,Virement,,2023-05-15
CMD027237,C0798,P004,2024-03-05,-3,11176.28,en_cours,Casablanca,Virement,,
CMD028614,C0414,P040,May 03 2024,0,0.0,retourné,Tanger,Cash,,2024-05-05
CMD027125,C0712,P035,Sep 23 2023,0,6501.39,,tanger,Cash,,2023-09-27
CMD035254,C0998,P035,Jun 13 2024,-2,0.0,retourné,Casablanca,Cash,,2024-06-15
CMD004905,C0993,P047,2023-04-07,2,0.0,livré,TNG,Carte,,
CMD044612,C0148,P047,11/03/2023,0,3085.13,DONE,Tnja,Cash,,2023-03-14
CMD014936,C0828,P027,Jun 17 2023,0,172.32,en_cours,TNG,Virement,,2023-06-23
CMD044455,C0317,P033,May 05 2024,0,9616.64,livré,Agadir,Virement,,2024-05-12
CMD000899,C0822,P035,2023-04-06,-1,0.0,,Fès,Carte,L001,2023-04-13
CMD048396,C0162,P010,Apr 21 2024,5,0.0,retourné,TNG,Virement,,2024-04-25
CMD008587,C0379,P003,28/11/2023,0,0.0,en_cours,TNG,PayPal,,2023-12-01
CMD010878,C0097,P013,Nov 27 2024,4,10996.53,LIVRE,Tnja,Cash,,2024-12-04
CMD044862,C0608,P028,Jan 30 2024,0,7109.66,KO,Tanger,PayPal,,2024-02-04
CMD014327,C0137,P003,Sep 05 2023,-2,0.0,annulé,Tanger,Virement,,2023-09-09
CMD032458,C0866,P009,2024-02-15,-1,0.0,LIVRE,Fès,Cash,,2024-02-21
CMD020748,C0528,P030,04/10/2023,0,10373.38,livré,Agadir,Cash,,2023-10-06
CMD040359,C0749,P018,Jun 19 2024,3,0.0,DONE,Tanger,Cash,,2024-06-25
CMD020261,C0323,P011,Jan 18 2023,0,0.0,,Tnja,PayPal,,2023-01-24
CMD035173,C0703,P045,26/10/2024,-1,3349.07,KO,Agadir,Virement,,2024-11-01
CMD038507,C0496,P039,11/05/2024,0,9731.53,DONE,Casablanca,Carte,,2024-05-15
CMD004889,C0589,P022,2023-08-30,4,0.0,LIVRE,tanger,Virement,L043,2023-09-02
CMD002108,C0297,P023,Jun 15 2023,0,0.0,annulé,Marrakech,PayPal,,2023-06-16
CMD033635,C0250,P033,2023-10-26,5,0.0,OK,Casablanca,Cash,L032,2023-11-02
CMD025909,C0810,P004,May 06 2024,2,0.0,KO,Fès,Cash,,2024-05-13
CMD029355,C0437,P008,Mar 26 2024,-1,6140.41,annulé,TANGER,Cash,L021,2024-03-28
CMD041695,C0855,P018,Oct 12 2023,0,4206.61,en_cours,TNG,Virement,,2023-10-14
CMD039410,C0504,P050,08/09/2024,0,3817.92,LIVRE,Tnja,Virement,L049,2024-09-09
CMD007433,C0561,P011,Feb 28 2023,-2,0.0,,Rabat,Carte,,2023-03-01
CMD021797,C0472,P019,17/03/2024,0,3888.77,KO,Fès,Cash,,2024-03-24
CMD008355,C0199,P049,2023-05-12,2,0.0,DONE,Tanger,Cash,L042,2023-05-15
CMD041277,C0991,P017,Aug 15 2023,4,2541.8,LIVRE,Casablanca,Carte,,
CMD024586,C0589,P024,2024-02-13,-1,0.0,LIVRE,Agadir,Carte,,2024-02-14
CMD024768,C0237,P009,09/11/2024,0,7969.34,annulé,Casablanca,Cash,,2024-11-16
CMD005294,C0007,P047,30/12/2023,-2,5878.98,OK,TANGER,Cash,,2024-01-05
CMD041809,C0794,P048,Feb 11 2023,4,9815.96,LIVRE,Fès,Cash,,2023-02-12
CMD027391,C0835,P014,2024-08-03,0,0.0,KO,Marrakech,Carte,,2024-08-08
CMD030135,C0703,P032,2024-05-21,-1,1413.43,OK,Tnja,Carte,,2024-05-28
CMD040688,C0362,P042,2024-03-21,0,0.0,livré,Agadir,Cash,,2024-03-25
CMD030394,C0136,P043,2024-12-07,0,0.0,annulé,TANGER,Virement,,2024-12-12
CMD022973,C0533,P026,Jun 23 2024,-2,0.0,KO,Rabat,PayPal,,2024-06-27
CMD021790,C0934,P045,Mar 20 2024,-3,0.0,LIVRE,Casablanca,Cash,,2024-03-27
CMD024342,C0250,P023,Sep 03 2023,0,0.0,OK,Fès,Cash,L019,2023-09-07
CMD025990,C0722,P026,Feb 15 2023,2,4178.27,en_cours,Marrakech,PayPal,,2023-02-18
CMD019623,C0778,P031,22/03/2023,5,8522.98,LIVRE,tanger,Cash,,2023-03-24
CMD015864,C0790,P027,20/03/2024,0,6315.13,KO,Agadir,Cash,,2024-03-25
CMD006623,C0036,P002,Apr 01 2023,-1,0.0,,tanger,Virement,,2023-04-05
CMD037764,C0019,P025,Jul 10 2023,0,0.0,LIVRE,Rabat,Carte,,2023-07-14
CMD039495,C0208,P012,Aug 23 2023,0,0.0,retourné,TNG,PayPal,,2023-08-28
CMD029163,C0962,P050,Jul 04 2024,0,0.0,OK,TANGER,Cash,,2024-07-08
CMD033004,C0357,P001,Jul 04 2024,1,3947.8,KO,TNG,PayPal,L019,2024-07-09
CMD031085,C0558,P044,31/07/2024,0,10126.84,OK,tanger,Cash,,2024-08-07
CMD028647,C0125,P032,2023-08-14,1,9393.77,,Agadir,Virement,,2023-08-16
CMD001282,C0464,P035,22/04/2023,3,0.0,retourné,Tnja,Carte,L045,2023-04-23
CMD028831,C0992,P003,09/01/2024,0,0.0,en_cours,Agadir,Cash,,2024-01-16
CMD045266,C0035,P020,Apr 12 2024,0,6080.82,OK,Marrakech,Cash,,2024-04-17
CMD019489,C0992,P031,26/03/2024,-2,3555.63,annulé,Tanger,Cash,,2024-03-28
CMD029662,C0946,P049,12/04/2024,-2,5253.13,DONE,TNG,Carte,,2024-04-17
CMD030461,C0544,P040,2023-09-14,3,2123.98,annulé,Rabat,Cash,,2023-09-19
CMD010334,C0990,P049,2023-04-25,0,5643.0,OK,Tnja,Carte,,2023-04-30
CMD003614,C0420,P043,2023-08-28,1,4381.81,DONE,TANGER,Virement,,2023-08-29
CMD008047,C0080,P038,2023-12-13,-3,104.72,DONE,Agadir,PayPal,,2023-12-19
CMD027050,C0683,P049,21/01/2023,0,7918.86,en_cours,Rabat,Cash,,2023-01-23
CMD021808,C0979,P041,2024-07-22,5,3449.57,retourné,Tanger,Cash,,2024-07-26
CMD019750,C0535,P008,23/01/2023,0,8626.96,livré,Rabat,Virement,L034,2023-01-28
CMD013697,C0371,P046,Oct 06 2024,4,0.0,,TNG,Cash,,2024-10-12
CMD022338,C0228,P039,Jun 09 2024,5,0.0,retourné,Fès,Carte,,2024-06-13
CMD030618,C0130,P006,06/12/2023,1,7469.36,,TANGER,Virement,,2023-12-10
CMD001489,C0174,P045,Nov 03 2023,0,3178.34,annulé,TNG,Virement,,2023-11-06
CMD047237,C0447,P048,2023-01-21,0,3038.72,OK,Tanger,Carte,,2023-01-23
CMD012882,C0712,P015,2024-11-12,1,11760.42,en_cours,TANGER,PayPal,,2024-11-16
CMD038318,C0908,P028,11/11/2023,2,0.0,annulé,Tnja,Virement,,2023-11-13
CMD014615,C0416,P031,Oct 03 2023,0,0.0,,Agadir,PayPal,,2023-10-06
CMD022737,C0177,P041,Apr 25 2024,-1,0.0,OK,TNG,Cash,,
CMD000072,C0672,P014,05/06/2023,-1,0.0,livré,tanger,Cash,,2023-06-07
CMD045214,C0747,P027,Jan 27 2023,2,4501.13,,tanger,Cash,L034,2023-02-01
CMD027562,C0424,P016,2024-01-18,0,0.0,,TANGER,Cash,,2024-01-20
CMD005947,C0166,P001,24/11/2024,2,0.0,KO,tanger,Cash,,2024-11-25
CMD046686,C0462,P012,Jul 25 2024,0,3119.96,en_cours,Tanger,Cash,L016,2024-07-29
CMD027504,C0602,P006,17/03/2024,0,0.0,annulé,TNG,Cash,,2024-03-18
CMD009147,C0727,P017,2023-05-19,5,7433.89,KO,TANGER,PayPal,,2023-05-23
CMD041194,C0868,P026,21/07/2024,0,0.0,,Fès,Virement,,2024-07-26
CMD016257,C0043,P037,2023-02-18,0,0.0,,Fès,Virement,,2023-02-22
CMD044354,C0020,P036,Jan 04 2023,0,10256.92,LIVRE,Agadir,Carte,,2023-01-06
CMD015087,C0278,P033,Dec 01 2023,2,3160.9,KO,Tanger,Cash,,
CMD019894,C0135,P025,Jan 24 2023,0,570.06,KO,Fès,Carte,,2023-01-29
CMD041543,C0633,P013,2024-10-26,5,0.0,KO,tanger,PayPal,,
CMD030918,C0551,P012,2024-02-09,-1,9373.36,,TNG,Carte,,2024-02-12
CMD016806,C0534,P005,2023-08-29,0,2626.95,LIVRE,Tnja,Virement,L023,2023-08-30
CMD037137,C0992,P040,2023-04-03,0,0.0,en_cours,Marrakech,PayPal,,2023-04-05
CMD022708,C0171,P033,Jun 12 2023,0,4585.28,LIVRE,tanger,Cash,,2023-06-15
CMD039852,C0491,P040,11/08/2024,-3,9128.89,annulé,Agadir,PayPal,,2024-08-12
CMD044771,C0436,P025,Aug 15 2023,0,4077.38,,Fès,PayPal,L018,2023-08-17
CMD003141,C0684,P009,2023-03-13,1,0.0,KO,Fès,PayPal,,2023-03-17
CMD029256,C0177,P045,2024-12-31,-1,2460.83,DONE,TANGER,Virement,,2025-01-07
CMD048113,C0223,P005,05/09/2023,4,0.0,livré,Fès,PayPal,,2023-09-10
CMD018288,C0616,P005,Nov 07 2024,0,0.0,en_cours,tanger,PayPal,L020,2024-11-14
CMD014452,C0951,P031,21/03/2023,-2,5288.51,DONE,Tnja,Carte,,2023-03-28
CMD012438,C0478,P031,05/05/2023,3,0.0,retourné,Tnja,PayPal,,2023-05-08
CMD043340,C0738,P032,Dec 19 2024,4,277.24,OK,Fès,Carte,,2024-12-21
CMD047440,C0278,P027,18/04/2024,-2,3758.26,LIVRE,tanger,Cash,,2024-04-24
CMD037479,C0747,P019,Aug 19 2023,0,9513.14,LIVRE,Marrakech,Cash,,2023-08-22
CMD007421,C0448,P007,Jul 26 2023,0,4444.16,retourné,Tanger,Virement,,2023-07-27
CMD041988,C0550,P033,2023-09-15,4,11987.24,,Fès,Cash,,2023-09-16
CMD045659,C0778,P005,2024-07-03,0,0.0,,Fès,Virement,,
CMD015766,C0725,P021,2023-02-02,-1,8425.76,,Tanger,Virement,,2023-02-05
CMD021396,C0574,P024,Oct 16 2023,0,4825.88,LIVRE,Agadir,PayPal,,2023-10-20
CMD026440,C0277,P048,2023-10-01,-1,0.0,annulé,tanger,Carte,L043,
CMD048398,C0168,P005,16/06/2024,-2,4216.5,,Fès,Virement,,2024-06-17
CMD010236,C0696,P023,03/10/2024,0,9325.83,annulé,Tnja,Carte,,2024-10-06
CMD032683,C0661,P048,Jan 14 2024,0,0.0,,Agadir,Virement,,2024-01-18
CMD032628,C0860,P002,2024-09-16,4,0.0,OK,Agadir,Cash,L012,2024-09-19
CMD047953,C0513,P050,2024-10-23,-1,0.0,KO,Marrakech,Carte,,2024-10-24
CMD034732,C0344,P044,18/12/2024,0,0.0,DONE,Rabat,Cash,,2024-12-24
CMD003516,C0827,P007,12/07/2024,0,5923.63,LIVRE,TANGER,Virement,,2024-07-18
CMD004832,C0060,P043,Apr 24 2023,-2,5548.39,KO,Fès,Cash,,
CMD022621,C0306,P028,04/10/2024,0,0.0,annulé,Rabat,PayPal,,2024-10-11
CMD013542,C0625,P024,2023-07-14,-2,0.0,DONE,Rabat,Cash,,2023-07-17
CMD045638,C0301,P042,Jan 28 2023,4,2352.21,annulé,Rabat,PayPal,,2023-01-31
CMD044695,C0412,P024,Jan 18 2024,-2,5695.42,OK,tanger,Cash,,2024-01-22
CMD043923,C0767,P028,30/11/2023,-1,0.0,annulé,Casablanca,Virement,,2023-12-02
CMD030412,C0339,P026,2023-02-24,0,0.0,DONE,TNG,Cash,,2023-03-02
CMD012342,C0828,P049,Aug 19 2024,-1,0.0,retourné,TNG,Virement,L037,
CMD045339,C0395,P004,2023-05-30,4,4547.29,OK,TNG,PayPal,L030,
CMD006302,C0741,P039,Feb 26 2023,0,6983.79,OK,tanger,Carte,,2023-03-04
CMD033144,C0342,P006,22/08/2024,4,5004.33,,Agadir,PayPal,,
CMD029464,C0026,P048,2024-12-24,-1,0.0,en_cours,TANGER,PayPal,,
CMD008637,C0618,P038,2024-07-05,0,11665.38,OK,tanger,PayPal,L018,2024-07-07
CMD006084,C0228,P019,03/12/2024,1,6022.5,livré,Casablanca,Carte,,2024-12-10
CMD010053,C0977,P041,10/03/2024,0,0.0,en_cours,tanger,Virement,L032,2024-03-14
CMD011682,C0427,P026,Aug 14 2023,-3,0.0,retourné,Casablanca,Carte,L031,2023-08-15
CMD004722,C0369,P046,19/06/2023,-2,0.0,retourné,Fès,Virement,,2023-06-25
CMD038632,C0041,P032,30/03/2024,-3,0.0,retourné,TANGER,Virement,,2024-04-04
CMD009403,C0731,P019,2023-04-02,1,10287.02,,Tnja,Virement,,2023-04-09
CMD040458,C0571,P001,2023-05-04,2,1811.35,annulé,Rabat,Cash,,2023-05-06
CMD044972,C0479,P048,2023-10-16,5,4381.88,LIVRE,Marrakech,PayPal,L036,2023-10-21
CMD039576,C0421,P033,2023-10-03,5,7530.85,KO,Casablanca,PayPal,,
CMD016841,C0101,P045,12/10/2023,0,4645.24,annulé,Tnja,Cash,,2023-10-17
CMD047181,C0772,P036,2024-10-29,4,0.0,LIVRE,Agadir,Carte,L017,2024-11-05
CMD034392,C0177,P033,21/10/2024,-3,11864.36,,Rabat,Virement,,2024-10-22
CMD026046,C0287,P049,2024-07-23,-1,0.0,DONE,Tnja,Cash,L048,2024-07-29
CMD005263,C0635,P025,20/10/2024,0,0.0,en_cours,tanger,Virement,,2024-10-21
CMD015217,C0038,P043,16/03/2024,2,8497.46,livré,TNG,Carte,,2024-03-17
CMD036854,C0497,P016,03/11/2024,-1,0.0,KO,Fès,Virement,,2024-11-09
CMD037326,C0226,P028,03/01/2023,-1,4083.83,OK,Tanger,Cash,,2023-01-08
CMD036330,C0651,P017,12/08/2023,-1,0.0,,tanger,PayPal,,2023-08-15
CMD026344,C0957,P037,May 29 2024,0,0.0,en_cours,Agadir,Virement,,2024-06-05
CMD040860,C0543,P005,26/10/2023,0,11224.35,KO,Marrakech,Cash,L005,2023-10-31
CMD043092,C0975,P047,25/04/2024,-2,7634.61,annulé,Tanger,Cash,,2024-04-26
CMD024438,C0550,P009,14/07/2024,0,0.0,,tanger,Cash,L047,2024-07-21
CMD016229,C0923,P002,11/12/2024,-1,0.0,annulé,Fès,Carte,L036,2024-12-15
CMD035804,C0608,P035,17/12/2023,0,0.0,en_cours,Tanger,Cash,,2023-12-18
CMD034929,C0858,P045,2024-12-05,0,4586.39,livré,TNG,Cash,,
CMD012473,C0746,P047,09/06/2023,3,0.0,en_cours,TANGER,Virement,,2023-06-13
CMD011733,C0414,P006,2023-02-11,2,0.0,OK,TANGER,PayPal,,2023-02-13
CMD019171,C0699,P019,Jul 19 2023,0,2336.98,retourné,Tanger,Virement,L013,2023-07-22
CMD022102,C0985,P027,Aug 11 2023,0,0.0,KO,Casablanca,PayPal,,2023-08-16
CMD014070,C0091,P033,02/02/2024,4,9341.84,annulé,Marrakech,PayPal,,2024-02-05
CMD024757,C0740,P037,2024-03-20,0,0.0,KO,TNG,Virement,L035,2024-03-24
CMD016655,C0573,P023,05/11/2024,0,0.0,OK,Tnja,Cash,L050,2024-11-06
CMD031047,C0251,P014,Nov 24 2024,-3,0.0,,Casablanca,Cash,,2024-11-29
CMD042483,C0091,P024,2023-10-16,-1,0.0,retourné,TANGER,Virement,,
CMD012550,C0428,P050,26/12/2024,2,0.0,livré,Tanger,PayPal,,2024-12-31
CMD026995,C0663,P020,2023-08-22,5,1216.69,KO,Marrakech,Cash,L045,2023-08-25
CMD011830,C0533,P020,2024-12-01,0,0.0,LIVRE,Agadir,Cash,,2024-12-08
CMD005658,C0972,P025,Apr 21 2024,-3,0.0,,Fès,Cash,,2024-04-27
CMD034350,C0475,P050,2024-12-13,4,1858.45,,Tnja,Cash,,2024-12-15
CMD032212,C0324,P007,Jul 22 2023,0,7010.2,DONE,TANGER,Cash,,2023-07-24
CMD034341,C0074,P048,04/02/2023,1,0.0,DONE,tanger,Virement,,2023-02-06
CMD041402,C0820,P008,Apr 04 2023,-3,0.0,,TNG,Carte,,2023-04-10
CMD035008,C0430,P007,26/03/2024,0,0.0,OK,Casablanca,PayPal,,2024-04-02
